index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare,economy_fare_usd,business_fare_usd,first_fare_usd
1787,HND,FRA,9:10:00,5,8:25:00,17:35:00,5,LH4919,LH,Lufthansa,419108,,524325,5029.296,,6291.9
1788,HND,FRA,21:30:00,5,8:25:00,5:55:00,6,NH203,NH,All Nippon Airways,618113,,731796,7417.356,,8781.552
1789,HND,IST,22:05:00,0,7:10:00,5:15:00,1,TK199,TK,Turkish Airlines,92127,,284313,1105.524,,3411.756
1790,HND,IST,22:05:00,6,7:10:00,5:15:00,0,TK199,TK,Turkish Airlines,96805,,336716,1161.66,,4040.592
1791,HND,IST,22:05:00,1,7:10:00,5:15:00,2,TK199,TK,Turkish Airlines,97113,,284313,1165.356,,3411.756
1792,HND,IST,22:05:00,3,7:10:00,5:15:00,4,TK199,TK,Turkish Airlines,97113,,336655,1165.356,,4039.86
1793,HND,IST,22:05:00,2,7:10:00,5:15:00,3,TK199,TK,Turkish Airlines,97113,,455979,1165.356,,5471.748
1794,HND,IST,22:05:00,4,7:10:00,5:15:00,5,TK199,TK,Turkish Airlines,110838,,463330,1330.056,,5559.96
1795,HND,IST,22:05:00,5,7:10:00,5:15:00,6,TK199,TK,Turkish Airlines,111219,,463470,1334.628,,5561.64
1796,HND,IST,22:05:00,1,7:10:00,5:15:00,2,NH6635,NH,All Nippon Airways,405544,,,4866.528,,
1797,HND,IST,22:05:00,3,7:10:00,5:15:00,4,NH6635,NH,All Nippon Airways,405614,,711858,4867.368,,8542.296
1798,HND,IST,22:05:00,4,7:10:00,5:15:00,5,NH6635,NH,All Nippon Airways,405614,,711858,4867.368,,8542.296
1799,HND,IST,22:05:00,2,7:10:00,5:15:00,3,NH6635,NH,All Nippon Airways,405614,,,4867.368,,
1800,HND,IST,22:05:00,0,7:10:00,5:15:00,1,NH6635,NH,All Nippon Airways,425752,,796644,5109.024,,9559.728
1801,HND,IST,22:05:00,6,7:10:00,5:15:00,0,NH6635,NH,All Nippon Airways,425752,,802442,5109.024,,9629.304
1802,HND,IST,22:05:00,5,7:10:00,5:15:00,6,NH6635,NH,All Nippon Airways,425752,,,5109.024,,
1803,HND,DEL,9:40:00,6,6:15:00,15:55:00,6,NH837,NH,All Nippon Airways,100298,201841,420945,1203.576,2422.092,5051.34
1804,HND,DEL,9:40:00,4,6:15:00,15:55:00,4,NH837,NH,All Nippon Airways,100298,,396063,1203.576,,4752.756
1805,HND,DEL,10:45:00,2,5:15:00,16:00:00,2,JL39,JL,Japan Airlines,106921,,395643,1283.052,,4747.716
1806,HND,DEL,10:45:00,2,5:15:00,16:00:00,2,JL39,JL,Japan Airlines,174703,,395643,2096.436,,4747.716
1807,HND,DEL,10:45:00,4,5:15:00,16:00:00,4,JL39,JL,Japan Airlines,174703,,395643,2096.436,,4747.716
1808,HND,DEL,9:40:00,2,6:15:00,15:55:00,2,NH837,NH,All Nippon Airways,175057,193265,395856,2100.684,2319.18,4750.272
1809,HND,DEL,9:40:00,4,6:15:00,15:55:00,4,NH837,NH,All Nippon Airways,175057,,396063,2100.684,,4752.756
1810,HND,DEL,10:45:00,6,5:15:00,16:00:00,6,JL39,JL,Japan Airlines,181174,,420700,2174.088,,5048.4
1811,HND,DEL,9:40:00,6,6:15:00,15:55:00,6,NH837,NH,All Nippon Airways,181527,201841,420945,2178.324,2422.092,5051.34
1812,HND,DEL,9:40:00,0,6:15:00,15:55:00,0,NH837,NH,All Nippon Airways,181527,202152,417901,2178.324,2425.824,5014.812
1813,HND,CGK,11:45:00,3,5:20:00,17:05:00,3,GA875,GA,Garuda Indonesia,49432,,177585,593.184,,2131.02
1814,HND,CGK,11:45:00,5,5:20:00,17:05:00,5,GA875,GA,Garuda Indonesia,49925,,178343,599.1,,2140.116
1815,HND,CGK,10:15:00,4,5:40:00,15:55:00,4,GA9353,GA,Garuda Indonesia,67015,,,804.18,,
1816,HND,CGK,10:15:00,3,5:40:00,15:55:00,3,GA9353,GA,Garuda Indonesia,67015,,,804.18,,
1817,HND,CGK,10:15:00,1,5:40:00,15:55:00,1,GA9353,GA,Garuda Indonesia,87438,,,1049.256,,
1818,HND,CGK,10:15:00,6,5:40:00,15:55:00,6,NH855,NH,All Nippon Airways,132187,,,1586.244,,
1819,HND,CGK,11:45:00,5,5:20:00,17:05:00,5,JL5011,JL,Japan Airlines,153474,,,1841.688,,
1820,HND,CGK,10:15:00,3,5:40:00,15:55:00,3,NH855,NH,All Nippon Airways,156307,150088,344053,1875.684,1801.056,4128.636
1821,HND,CGK,10:15:00,4,5:40:00,15:55:00,4,NH855,NH,All Nippon Airways,156307,150088,220723,1875.684,1801.056,2648.676
1822,HND,CGK,10:15:00,1,5:40:00,15:55:00,1,NH855,NH,All Nippon Airways,156307,,220683,1875.684,,2648.196
1823,HND,CGK,10:15:00,6,5:40:00,15:55:00,6,NH855,NH,All Nippon Airways,164872,,,1978.464,,
1824,HND,CGK,11:45:00,3,5:20:00,17:05:00,3,NH5481,NH,All Nippon Airways,302237,,,3626.844,,
1825,HND,CGK,11:45:00,5,5:20:00,17:05:00,5,NH5481,NH,All Nippon Airways,302237,,,3626.844,,
1826,HND,SIN,22:55:00,1,6:00:00,4:55:00,2,SQ635,SQ,Singapore Airlines,61611,,307494,739.332,,3689.928
1827,HND,SIN,22:55:00,6,6:00:00,4:55:00,0,SQ635,SQ,Singapore Airlines,78507,,,942.084,,
1828,HND,SIN,22:55:00,3,6:00:00,4:55:00,4,SQ635,SQ,Singapore Airlines,78507,,247905,942.084,,2974.86
1829,HND,SIN,11:30:00,4,6:10:00,17:40:00,4,JL37,JL,Japan Airlines,80514,140517,212883,966.168,1686.204,2554.596
1830,HND,SIN,11:30:00,3,6:10:00,17:40:00,3,JL37,JL,Japan Airlines,80514,,213711,966.168,,2564.532
1831,HND,SIN,11:30:00,2,6:10:00,17:40:00,2,JL37,JL,Japan Airlines,80654,,,967.848,,
1832,HND,SIN,11:30:00,5,6:10:00,17:40:00,5,JL37,JL,Japan Airlines,80654,,,967.848,,
1833,HND,SIN,10:35:00,2,6:10:00,16:45:00,2,NH841,NH,All Nippon Airways,81729,141078,238775,980.748,1692.936,2865.3
1834,HND,SIN,11:05:00,3,6:10:00,17:15:00,3,NH841,NH,All Nippon Airways,81749,141078,238775,980.988,1692.936,2865.3
1835,HND,SIN,11:05:00,4,6:10:00,17:15:00,4,NH841,NH,All Nippon Airways,81749,141078,213444,980.988,1692.936,2561.328
1836,HND,SIN,11:05:00,5,6:10:00,17:15:00,5,NH841,NH,All Nippon Airways,85501,,238775,1026.012,,2865.3
1837,HND,SIN,11:05:00,6,6:10:00,17:15:00,6,NH841,NH,All Nippon Airways,120972,,271367,1451.664,,3256.404
1838,HND,SIN,11:30:00,1,6:10:00,17:40:00,1,JL37,JL,Japan Airlines,131001,140517,212991,1572.012,1686.204,2555.892
1839,HND,SIN,11:30:00,5,6:10:00,17:40:00,5,JL37,JL,Japan Airlines,151991,,,1823.892,,
1840,HND,SIN,11:30:00,3,6:10:00,17:40:00,3,JL37,JL,Japan Airlines,151991,,213711,1823.892,,2564.532
1841,HND,SIN,11:30:00,2,6:10:00,17:40:00,2,JL37,JL,Japan Airlines,152168,,,1826.016,,
1842,HND,SIN,11:30:00,4,6:10:00,17:40:00,4,JL37,JL,Japan Airlines,152168,140517,212883,1826.016,1686.204,2554.596
1843,HND,SIN,11:05:00,5,6:10:00,17:15:00,5,NH841,NH,All Nippon Airways,152771,,238775,1833.252,,2865.3
1844,HND,SIN,11:05:00,0,6:10:00,17:15:00,0,NH841,NH,All Nippon Airways,161487,,271367,1937.844,,3256.404
1845,HND,SIN,11:05:00,6,6:10:00,17:15:00,6,NH841,NH,All Nippon Airways,161487,,271367,1937.844,,3256.404
1846,HND,SIN,22:55:00,1,6:00:00,4:55:00,2,NH6251,NH,All Nippon Airways,267424,,,3209.088,,
1847,HND,SIN,22:55:00,3,6:00:00,4:55:00,4,NH6251,NH,All Nippon Airways,267424,,,3209.088,,
1848,HND,SIN,22:55:00,6,6:00:00,4:55:00,0,NH6251,NH,All Nippon Airways,284186,,,3410.232,,
1849,HND,BKK,10:35:00,3,4:30:00,15:05:00,3,TG683,TG,Thai Airways,30091,,119147,361.092,,1429.764
1850,HND,BKK,10:35:00,2,4:30:00,15:05:00,2,TG683,TG,Thai Airways,30369,,119147,364.428,,1429.764
1851,HND,BKK,10:35:00,0,4:30:00,15:05:00,0,TG683,TG,Thai Airways,30369,,119575,364.428,,1434.9
1852,HND,BKK,10:35:00,1,4:30:00,15:05:00,1,TG683,TG,Thai Airways,30369,,87131,364.428,,1045.572
1853,HND,BKK,10:35:00,4,4:30:00,15:05:00,4,TG683,TG,Thai Airways,32367,,87285,388.404,,1047.42
1854,HND,BKK,10:35:00,6,4:30:00,15:05:00,6,TG683,TG,Thai Airways,32698,,,392.376,,
1855,HND,BKK,10:35:00,5,4:30:00,15:05:00,5,TG683,TG,Thai Airways,38162,,,457.944,,
1856,HND,BKK,11:15:00,2,4:25:00,15:40:00,2,PG4154,PG,Bangkok Airways,45409,,,544.908,,
1857,HND,BKK,11:15:00,0,4:25:00,15:40:00,0,PG4154,PG,Bangkok Airways,45409,,114914,544.908,,1378.968
1858,HND,BKK,11:15:00,4,4:25:00,15:40:00,4,PG4154,PG,Bangkok Airways,45409,,,544.908,,
1859,HND,BKK,11:15:00,5,4:25:00,15:40:00,5,PG4154,PG,Bangkok Airways,45426,,,545.112,,
1860,HND,BKK,0:35:00,5,4:25:00,5:00:00,5,PG4152,PG,Bangkok Airways,45426,,114466,545.112,,1373.592
1861,HND,BKK,0:35:00,3,4:25:00,5:00:00,3,PG4152,PG,Bangkok Airways,45426,,,545.112,,
1862,HND,BKK,11:15:00,3,4:25:00,15:40:00,3,PG4154,PG,Bangkok Airways,45426,,,545.112,,
1863,HND,BKK,11:15:00,1,4:25:00,15:40:00,1,PG4154,PG,Bangkok Airways,45426,,,545.112,,
1864,HND,BKK,10:50:00,3,4:40:00,15:30:00,3,NH847,NH,All Nippon Airways,77603,135589,229948,931.236,1627.068,2759.376
1865,HND,BKK,10:50:00,5,4:40:00,15:30:00,5,NH847,NH,All Nippon Airways,77603,135589,229789,931.236,1627.068,2757.468
1866,HND,BKK,0:05:00,4,4:30:00,4:35:00,4,NH849,NH,All Nippon Airways,99912,135589,228359,1198.944,1627.068,2740.308
1867,HND,BKK,0:05:00,5,4:30:00,4:35:00,5,NH849,NH,All Nippon Airways,101980,135589,227918,1223.76,1627.068,2735.016
1868,HND,BKK,0:05:00,1,4:30:00,4:35:00,1,NH849,NH,All Nippon Airways,106631,135589,228005,1279.572,1627.068,2736.06
1869,HND,BKK,11:15:00,4,4:25:00,15:40:00,4,JL31,JL,Japan Airlines,118822,135083,,1425.864,1620.996,
1870,HND,BKK,11:15:00,5,4:25:00,15:40:00,5,JL31,JL,Japan Airlines,141180,135027,,1694.16,1620.324,
1871,HND,BKK,0:35:00,3,4:25:00,5:00:00,3,JL33,JL,Japan Airlines,141180,,203750,1694.16,,2445
1872,HND,BKK,11:15:00,3,4:25:00,15:40:00,3,JL31,JL,Japan Airlines,141180,135027,205621,1694.16,1620.324,2467.452
1873,HND,BKK,11:15:00,2,4:25:00,15:40:00,2,JL31,JL,Japan Airlines,141180,135027,,1694.16,1620.324,
1874,HND,JFK,11:00:00,4,0:05:00,11:05:00,4,JL6,JL,Japan Airlines,207959,283800,564832,2495.508,3405.6,6777.984
1875,HND,JFK,11:00:00,5,0:05:00,11:05:00,5,JL6,JL,Japan Airlines,217289,313424,704546,2607.468,3761.088,8454.552
1876,HND,JFK,11:00:00,3,0:05:00,11:05:00,3,AA8403,AA,American Airlines,226946,,,2723.352,,
1877,HND,JFK,11:00:00,3,0:05:00,11:05:00,3,JL6,JL,Japan Airlines,275480,283506,564912,3305.76,3402.072,6778.944
1878,HND,JFK,11:00:00,2,0:05:00,11:05:00,2,JL6,JL,Japan Airlines,275501,,565040,3306.012,,6780.48
1879,HND,JFK,11:00:00,1,0:05:00,11:05:00,1,JL6,JL,Japan Airlines,275501,283506,564869,3306.012,3402.072,6778.428
1880,HND,JFK,11:00:00,3,0:05:00,11:05:00,3,AA8403,AA,American Airlines,276292,,,3315.504,,
1881,HKG,LAX,0:05:00,0,22:30:00,22:35:00,0,AA8933,AA,American Airlines,201884,221851,674709,2422.608,2662.212,8096.508
1882,HKG,LHR,11:05:00,5,7:05:00,18:10:00,5,CX257,CX,Cathay Pacific,153422,218396,647070,1841.064,2620.752,7764.84
1883,HKG,LHR,23:00:00,3,6:40:00,5:40:00,4,CX251,CX,Cathay Pacific,291418,214394,979610,3497.016,2572.728,11755.32
1884,HKG,LHR,23:00:00,5,6:40:00,5:40:00,6,CX251,CX,Cathay Pacific,339806,435340,647070,4077.672,5224.08,7764.84
1885,HKG,LHR,23:00:00,6,6:40:00,5:40:00,0,CX251,CX,Cathay Pacific,340717,435660,649611,4088.604,5227.92,7795.332
1886,HKG,LHR,23:00:00,2,6:40:00,5:40:00,3,CX251,CX,Cathay Pacific,340893,,649611,4090.716,,7795.332
1887,HKG,LHR,23:00:00,1,6:40:00,5:40:00,2,CX251,CX,Cathay Pacific,340893,435107,649611,4090.716,5221.284,7795.332
1888,HKG,LHR,23:00:00,0,6:40:00,5:40:00,1,CX251,CX,Cathay Pacific,340893,,649611,4090.716,,7795.332
1889,HKG,CDG,0:05:00,2,7:50:00,7:55:00,2,CX261,CX,Cathay Pacific,98216,,324874,1178.592,,3898.488
1890,HKG,AMS,0:15:00,6,7:45:00,8:00:00,6,CX271,CX,Cathay Pacific,81439,140225,324874,977.268,1682.7,3898.488
1891,HKG,AMS,20:25:00,4,9:50:00,6:15:00,5,KL820,KL,KLM,110357,,,1324.284,,
1892,HKG,FRA,23:25:00,3,8:05:00,7:30:00,4,LH797,LH,Lufthansa,66423,128791,463852,797.076,1545.492,5566.224
1893,HKG,FRA,23:25:00,5,8:05:00,7:30:00,6,LH797,LH,Lufthansa,68551,128791,252727,822.612,1545.492,3032.724
1894,HKG,FRA,23:25:00,1,8:05:00,7:30:00,2,LH797,LH,Lufthansa,74558,128791,308324,894.696,1545.492,3699.888
1895,HKG,FRA,23:25:00,5,8:05:00,7:30:00,6,CX6799,CX,Cathay Pacific,74745,,362899,896.94,,4354.788
1896,HKG,FRA,23:25:00,1,8:05:00,7:30:00,2,CX6799,CX,Cathay Pacific,74745,,361513,896.94,,4338.156
1897,HKG,FRA,23:25:00,3,8:05:00,7:30:00,4,CX6799,CX,Cathay Pacific,74745,,,896.94,,
1898,HKG,FRA,0:35:00,4,7:15:00,7:50:00,4,CX289,CX,Cathay Pacific,77999,202475,,935.988,2429.7,
1899,HKG,FRA,0:35:00,2,7:15:00,7:50:00,2,CX289,CX,Cathay Pacific,77999,135025,299198,935.988,1620.3,3590.376
1900,HKG,FRA,23:25:00,0,8:05:00,7:30:00,1,LH797,LH,Lufthansa,82695,128791,308407,992.34,1545.492,3700.884
1901,HKG,FRA,23:25:00,0,8:05:00,7:30:00,1,CX6799,CX,Cathay Pacific,89622,213817,,1075.464,2565.804,
1902,HKG,FRA,23:25:00,2,8:05:00,7:30:00,3,LH797,LH,Lufthansa,94899,130103,308324,1138.788,1561.236,3699.888
1903,HKG,FRA,0:35:00,4,7:15:00,7:50:00,4,LH7015,LH,Lufthansa,111170,,,1334.04,,
1904,HKG,FRA,0:35:00,2,7:15:00,7:50:00,2,LH7015,LH,Lufthansa,111170,227198,,1334.04,2726.376,
1905,HKG,IST,23:00:00,3,6:15:00,5:15:00,4,TK71,TK,Turkish Airlines,74626,,503192,895.512,,6038.304
1906,HKG,IST,23:00:00,6,6:15:00,5:15:00,0,TK71,TK,Turkish Airlines,74626,,269288,895.512,,3231.456
1907,HKG,IST,23:00:00,0,6:15:00,5:15:00,1,TK71,TK,Turkish Airlines,74906,,304950,898.872,,3659.4
1908,HKG,IST,23:00:00,1,6:15:00,5:15:00,2,TK71,TK,Turkish Airlines,75140,,304950,901.68,,3659.4
1909,HKG,IST,23:00:00,5,6:15:00,5:15:00,6,TK71,TK,Turkish Airlines,75140,,368848,901.68,,4426.176
1910,HKG,IST,23:00:00,4,6:15:00,5:15:00,5,TK71,TK,Turkish Airlines,82245,,368753,986.94,,4425.036
1911,HKG,DEL,18:00:00,5,2:55:00,20:55:00,5,AI315,AI,Air India,42687,,101545,512.244,,1218.54
1912,HKG,DEL,16:45:00,1,2:55:00,19:40:00,1,AI315,AI,Air India,42703,,126364,512.436,,1516.368
1913,HKG,DEL,8:10:00,4,3:45:00,11:55:00,4,CX2679,CX,Cathay Pacific,43539,103966,140947,522.468,1247.592,1691.364
1914,HKG,DEL,8:10:00,6,3:45:00,11:55:00,6,CX2679,CX,Cathay Pacific,43539,103966,140458,522.468,1247.592,1685.496
1915,HKG,DEL,8:10:00,1,3:45:00,11:55:00,1,CX2679,CX,Cathay Pacific,43539,103966,140947,522.468,1247.592,1691.364
1916,HKG,DEL,8:10:00,2,3:45:00,11:55:00,2,CX2679,CX,Cathay Pacific,43539,103966,140947,522.468,1247.592,1691.364
1917,HKG,CGK,19:05:00,4,3:50:00,22:55:00,4,CX797,CX,Cathay Pacific,49280,119047,178127,591.36,1428.564,2137.524
1918,HKG,CGK,9:15:00,6,3:55:00,13:10:00,6,CX777,CX,Cathay Pacific,49280,118709,177145,591.36,1424.508,2125.74
1919,HKG,CGK,9:15:00,4,3:55:00,13:10:00,4,CX777,CX,Cathay Pacific,49280,119047,178127,591.36,1428.564,2137.524
1920,HKG,CGK,19:05:00,2,3:50:00,22:55:00,2,CX797,CX,Cathay Pacific,62594,119047,178482,751.128,1428.564,2141.784
1921,HKG,CGK,20:30:00,3,3:50:00,0:20:00,4,CX2797,CX,Cathay Pacific,62594,118709,178482,751.128,1424.508,2141.784
1922,HKG,CGK,10:15:00,6,3:40:00,13:55:00,6,GA873,GA,Garuda Indonesia,73005,,98195,876.06,,1178.34
1923,HKG,SIN,20:45:00,1,3:50:00,0:35:00,2,UO780,UO,HK Express,13384,,,160.608,,
1924,HKG,SIN,10:50:00,4,3:35:00,14:25:00,4,TR981,TR,Scoot,16596,24274,,199.152,291.288,
1925,HKG,SIN,10:50:00,6,3:35:00,14:25:00,6,TR981,TR,Scoot,16596,25121,,199.152,301.452,
1926,HKG,SIN,10:50:00,5,3:35:00,14:25:00,5,TR981,TR,Scoot,16596,24274,,199.152,291.288,
1927,HKG,SIN,10:50:00,2,3:35:00,14:25:00,2,TR981,TR,Scoot,16596,24274,,199.152,291.288,
1928,HKG,SIN,10:50:00,0,3:35:00,14:25:00,0,TR981,TR,Scoot,16596,24274,,199.152,291.288,
1929,HKG,SIN,10:50:00,3,3:35:00,14:25:00,3,TR981,TR,Scoot,16596,24214,,199.152,290.568,
1930,HKG,SIN,10:50:00,1,3:35:00,14:25:00,1,TR981,TR,Scoot,16596,24214,,199.152,290.568,
1931,HKG,SIN,20:45:00,3,3:50:00,0:35:00,4,CX715,CX,Cathay Pacific,26072,52412,126458,312.864,628.944,1517.496
1932,HKG,SIN,8:10:00,6,3:45:00,11:55:00,6,CX691,CX,Cathay Pacific,34149,52582,126925,409.788,630.984,1523.1
1933,HKG,SIN,11:10:00,1,3:55:00,15:05:00,1,CX739,CX,Cathay Pacific,34485,52582,126925,413.82,630.984,1523.1
1934,HKG,SIN,18:50:00,5,3:50:00,22:40:00,5,SQ895,SQ,Singapore Airlines,35282,52985,254051,423.384,635.82,3048.612
1935,HKG,SIN,14:30:00,3,3:50:00,18:20:00,3,SQ883,SQ,Singapore Airlines,35282,126530,124790,423.384,1518.36,1497.48
1936,HKG,SIN,18:50:00,4,3:50:00,22:40:00,4,SQ895,SQ,Singapore Airlines,35282,85643,154636,423.384,1027.716,1855.632
1937,HKG,SIN,18:50:00,2,3:50:00,22:40:00,2,SQ895,SQ,Singapore Airlines,70732,127002,254051,848.784,1524.024,3048.612
1938,HKG,SIN,18:50:00,3,3:50:00,22:40:00,3,SQ895,SQ,Singapore Airlines,70732,112786,124790,848.784,1353.432,1497.48
1939,HKG,SIN,14:30:00,5,3:50:00,18:20:00,5,SQ883,SQ,Singapore Airlines,70732,112786,254051,848.784,1353.432,3048.612
1940,HKG,SIN,18:50:00,6,3:50:00,22:40:00,6,SQ895,SQ,Singapore Airlines,70732,126530,254902,848.784,1518.36,3058.824
1941,HKG,SIN,14:30:00,0,3:50:00,18:20:00,0,SQ883,SQ,Singapore Airlines,70732,112786,178643,848.784,1353.432,2143.716
1942,HKG,SIN,14:30:00,1,3:50:00,18:20:00,1,SQ883,SQ,Singapore Airlines,70732,126512,154636,848.784,1518.144,1855.632
1943,HKG,ICN,14:20:00,6,4:45:00,19:05:00,6,HX628,HX,Hong Kong Airlines,26222,,50859,314.664,,610.308
1944,HKG,ICN,14:20:00,3,4:45:00,19:05:00,3,HX628,HX,Hong Kong Airlines,26222,,50859,314.664,,610.308
1945,HKG,ICN,0:25:00,6,4:40:00,5:05:00,6,KE608,KE,Korean Airlines,27462,,57300,329.544,,687.6
1946,HKG,ICN,0:25:00,0,4:40:00,5:05:00,0,KE608,KE,Korean Airlines,27957,,57302,335.484,,687.624
1947,HKG,ICN,9:20:00,6,4:50:00,14:10:00,6,CX410,CX,Cathay Pacific,28315,71102,157437,339.78,853.224,1889.244
1948,HKG,ICN,13:55:00,4,4:50:00,18:45:00,4,CX418,CX,Cathay Pacific,28315,70633,158967,339.78,847.596,1907.604
1949,HKG,ICN,0:30:00,3,4:40:00,5:10:00,3,OZ746,OZ,Asiana Airlines,28683,,69608,344.196,,835.296
1950,HKG,ICN,0:30:00,2,4:40:00,5:10:00,2,OZ746,OZ,Asiana Airlines,28683,,57302,344.196,,687.624
1951,HKG,ICN,0:30:00,5,4:40:00,5:10:00,5,OZ746,OZ,Asiana Airlines,28683,,69608,344.196,,835.296
1952,HKG,ICN,0:30:00,2,4:40:00,5:10:00,2,HX1566,HX,Hong Kong Airlines,31505,,87186,378.06,,1046.232
1953,HKG,ICN,0:30:00,5,4:40:00,5:10:00,5,HX1566,HX,Hong Kong Airlines,31505,,,378.06,,
1954,HKG,ICN,0:30:00,3,4:40:00,5:10:00,3,HX1566,HX,Hong Kong Airlines,31505,,,378.06,,
1955,HKG,ICN,14:20:00,6,4:45:00,19:05:00,6,OZ9294,OZ,Asiana Airlines,32358,,63572,388.296,,762.864
1956,HKG,ICN,14:20:00,3,4:45:00,19:05:00,3,OZ9294,OZ,Asiana Airlines,32358,,63572,388.296,,762.864
1957,HKG,ICN,0:25:00,2,4:40:00,5:05:00,2,KE608,KE,Korean Airlines,33506,,57302,402.072,,687.624
1958,HKG,ICN,0:25:00,4,4:40:00,5:05:00,4,KE608,KE,Korean Airlines,33506,,64399,402.072,,772.788
1959,HKG,BKK,21:30:00,6,2:15:00,23:45:00,6,EK385,EK,Emirates,14980,,46513,179.76,,558.156
1960,HKG,BKK,21:30:00,2,2:15:00,23:45:00,2,EK385,EK,Emirates,14980,,46847,179.76,,562.164
1961,HKG,BKK,21:30:00,0,2:15:00,23:45:00,0,EK385,EK,Emirates,14980,,59009,179.76,,708.108
1962,HKG,BKK,21:30:00,3,2:15:00,23:45:00,3,EK385,EK,Emirates,14980,,37941,179.76,,455.292
1963,HKG,BKK,21:30:00,5,2:15:00,23:45:00,5,EK385,EK,Emirates,14980,,46513,179.76,,558.156
1964,HKG,BKK,21:30:00,1,2:15:00,23:45:00,1,EK385,EK,Emirates,14980,,46513,179.76,,558.156
1965,HKG,BKK,21:30:00,4,2:15:00,23:45:00,4,EK385,EK,Emirates,14980,,38319,179.76,,459.828
1966,HKG,BKK,5:00:00,6,1:55:00,6:55:00,6,HX767,HX,Hong Kong Airlines,16055,,,192.66,,
1967,HKG,BKK,19:05:00,2,1:40:00,20:45:00,2,TG639,TG,Thai Airways,16914,,31508,202.968,,378.096
1968,HKG,BKK,19:05:00,6,1:40:00,20:45:00,6,TG639,TG,Thai Airways,16914,,31541,202.968,,378.492
1969,HKG,BKK,19:05:00,5,1:40:00,20:45:00,5,TG639,TG,Thai Airways,17203,,31429,206.436,,377.148
1970,HKG,BKK,19:05:00,1,1:40:00,20:45:00,1,TG639,TG,Thai Airways,17203,,31429,206.436,,377.148
1971,HKG,BKK,19:05:00,3,1:40:00,20:45:00,3,TG639,TG,Thai Airways,17203,,31429,206.436,,377.148
1972,HKG,BKK,19:05:00,0,1:40:00,20:45:00,0,TG639,TG,Thai Airways,17203,,59834,206.436,,718.008
1973,HKG,BKK,19:05:00,1,1:40:00,20:45:00,1,WE5639,WE,Thai Smile Airways,17270,,,207.24,,
1974,HKG,BKK,12:45:00,6,1:40:00,14:25:00,6,TG601,TG,Thai Airways,18639,,34852,223.668,,418.224
1975,HKG,BKK,12:45:00,2,1:40:00,14:25:00,2,TG601,TG,Thai Airways,18639,,34861,223.668,,418.332
1976,HKG,BKK,19:05:00,4,1:40:00,20:45:00,4,TG639,TG,Thai Airways,18639,,34778,223.668,,417.336
1977,HKG,BKK,12:45:00,3,1:40:00,14:25:00,3,TG601,TG,Thai Airways,18940,,34778,227.28,,417.336
1978,HKG,BKK,12:45:00,0,1:40:00,14:25:00,0,TG601,TG,Thai Airways,18940,,63285,227.28,,759.42
1979,HKG,BKK,12:45:00,1,1:40:00,14:25:00,1,TG601,TG,Thai Airways,18940,,34778,227.28,,417.336
1980,HKG,BKK,12:45:00,1,1:40:00,14:25:00,1,WE5601,WE,Thai Smile Airways,19892,,,238.704,,
1981,HKG,BKK,12:45:00,3,1:40:00,14:25:00,3,WE5601,WE,Thai Smile Airways,19892,,,238.704,,
1982,HKG,BKK,12:45:00,5,1:40:00,14:25:00,5,TG601,TG,Thai Airways,20676,,34778,248.112,,417.336
1983,HKG,BKK,19:05:00,5,1:40:00,20:45:00,5,WE5639,WE,Thai Smile Airways,21259,,,255.108,,
1984,HKG,JFK,2:00:00,2,4:00:00,6:00:00,2,CX844,CX,Cathay Pacific,169805,391528,942921,2037.66,4698.336,11315.052
1985,HKG,JFK,18:45:00,6,4:00:00,22:45:00,6,CX846,CX,Cathay Pacific,169805,,,2037.66,,
1986,HKG,JFK,2:00:00,1,4:00:00,6:00:00,1,CX844,CX,Cathay Pacific,169805,254592,942921,2037.66,3055.104,11315.052
1987,HKG,JFK,2:00:00,6,4:00:00,6:00:00,6,CX844,CX,Cathay Pacific,233344,,1311505,2800.128,,15738.06
1988,HKG,JFK,2:00:00,6,4:00:00,6:00:00,6,CX844,CX,Cathay Pacific,241051,,1311505,2892.612,,15738.06
1989,HKG,JFK,18:45:00,3,4:00:00,22:45:00,3,AA8928,AA,American Airlines,252618,,,3031.416,,
1990,HKG,JFK,18:45:00,4,4:00:00,22:45:00,4,AA8928,AA,American Airlines,252633,,,3031.596,,
1991,HKG,JFK,2:00:00,6,4:00:00,6:00:00,6,AA8916,AA,American Airlines,252633,,892787,3031.596,,10713.444
1992,HKG,JFK,2:00:00,1,4:00:00,6:00:00,1,AA8916,AA,American Airlines,252633,,894648,3031.596,,10735.776
1993,HKG,JFK,2:00:00,3,4:00:00,6:00:00,3,AA8916,AA,American Airlines,252633,,,3031.596,,
1994,HKG,JFK,18:45:00,6,4:00:00,22:45:00,6,AA8928,AA,American Airlines,252633,268109,1483098,3031.596,3217.308,17797.176
1995,HKG,JFK,2:00:00,2,4:00:00,6:00:00,2,AA8916,AA,American Airlines,252633,,,3031.596,,
1996,HKG,KUL,11:55:00,6,4:00:00,15:55:00,6,AK139,AK,AirAsia,15091,,,181.092,,
1997,HKG,KUL,14:35:00,0,3:50:00,18:25:00,0,MH73,MH,Malaysia Airlines,38782,,127039,465.384,,1524.468
